Date,Category,Amount,Type
2023-03-10 13:07:43.509006,Salary,4736.62,Income
2023-03-11 18:21:51.274182,Entertainment,366.59,Expense
2023-03-12 23:35:59.039359,Salary,5186.09,Income
2023-03-14 04:50:06.804536,Entertainment,218.06,Expense
2023-03-15 10:04:14.569713,Health & Fitness,21.54,Expense
2023-03-16 15:18:22.334889,Utilities,190.64,Expense
2023-03-17 20:32:30.100066,Other,64.64,Expense
2023-03-19 01:46:37.865243,Utilities,250.87,Expense
2023-03-20 07:00:45.630420,Utilities,51.13,Expense
2023-03-21 12:14:53.395597,Utilities,289.51,Expense
2023-03-22 17:29:01.160773,Shopping,309.67,Expense
2023-03-23 22:43:08.925950,Health & Fitness,406.39,Expense
2023-03-25 03:57:16.691127,Rent,1377.53,Expense
2023-03-26 09:11:24.456304,Shopping,56.99,Expense
2023-03-27 14:25:32.221481,Food & Drink,180.43,Expense
2023-03-28 19:39:39.986657,Other,359.69,Expense
2023-03-30 00:53:47.751834,Other,268.29,Expense
2023-03-31 06:07:55.517011,Entertainment,90.78,Expense
2023-04-01 11:22:03.282188,Rent,1103.81,Expense
2023-04-02 16:36:11.047364,Food & Drink,125.89,Expense
2023-04-03 21:50:18.812541,Utilities,373.12,Expense
2023-04-05 03:04:26.577718,Salary,5866.23,Income
2023-04-06 08:18:34.342895,Utilities,222.2,Expense
2023-04-07 13:32:42.108072,Utilities,397.11,Expense
2023-04-08 18:46:49.873248,Food & Drink,216.75,Expense
2023-04-10 00:00:57.638425,Other,204.24,Expense
2023-04-11 05:15:05.403602,Utilities,302.13,Expense
2023-04-12 10:29:13.168779,Travel,852.02,Expense
2023-04-13 15:43:20.933955,Rent,818.34,Expense
2023-04-14 20:57:28.699132,Food & Drink,419.21,Expense
2023-04-16 02:11:36.464309,Rent,1162.66,Expense
2023-04-17 07:25:44.229486,Rent,1458.48,Expense
2023-04-18 12:39:51.994663,Rent,1100.76,Expense
2023-04-19 17:53:59.759839,Salary,5683.87,Income
2023-04-20 23:08:07.525016,Travel,1644.76,Expense
2023-04-22 04:22:15.290193,Shopping,251.83,Expense
2023-04-23 09:36:23.055370,Food & Drink,58.69,Expense
2023-04-24 14:50:30.820547,Investment,258.3,Expense
2023-04-25 20:04:38.585723,Entertainment,370.16,Expense
2023-04-27 01:18:46.350900,Investment,96.28,Expense
2023-04-28 06:32:54.116077,Utilities,84.97,Expense
2023-04-29 11:47:01.881254,Investment,335.34,Expense
2023-04-30 17:01:09.646430,Salary,4137.92,Income
2023-05-01 22:15:17.411607,Food & Drink,155.45,Expense
2023-05-03 03:29:25.176784,Rent,972.89,Expense
2023-05-04 08:43:32.941961,Salary,4499.09,Income
2023-05-05 13:57:40.707138,Rent,1331.58,Expense
2023-05-06 19:11:48.472314,Entertainment,392.82,Expense
2023-05-08 00:25:56.237491,Food & Drink,254.03,Expense
2023-05-09 05:40:04.002668,Food & Drink,50.07,Expense
2023-05-10 10:54:11.767845,Salary,4278.49,Income
2023-05-11 16:08:19.533022,Shopping,217.33,Expense
2023-05-12 21:22:27.298198,Rent,1429.88,Expense
2023-05-14 02:36:35.063375,Food & Drink,338.62,Expense
2023-05-15 07:50:42.828552,Salary,5120.34,Income
2023-05-16 13:04:50.593729,Salary,4104.52,Income
2023-05-17 18:18:58.358905,Entertainment,144.88,Expense
2023-05-18 23:33:06.124082,Investment,491.02,Expense
2023-05-20 04:47:13.889259,Rent,1257.92,Expense
2023-05-21 10:01:21.654436,Travel,1217.59,Expense
2023-05-22 15:15:29.419613,Shopping,486.56,Expense
2023-05-23 20:29:37.184789,Utilities,187.76,Expense
2023-05-25 01:43:44.949966,Food & Drink,92.6,Expense
2023-05-26 06:57:52.715143,Travel,651.74,Expense
2023-05-27 12:12:00.480320,Salary,5122.45,Income
2023-05-28 17:26:08.245497,Shopping,75.09,Expense
2023-05-29 22:40:16.010673,Salary,5445.63,Income
2023-05-31 03:54:23.775850,Food & Drink,359.76,Expense
2023-06-01 09:08:31.541027,Shopping,59.23,Expense
2023-06-02 14:22:39.306204,Shopping,252.65,Expense
2023-06-03 19:36:47.071380,Travel,1902.26,Expense
2023-06-05 00:50:54.836557,Other,341.13,Expense
2023-06-06 06:05:02.601734,Shopping,217.65,Expense
2023-06-07 11:19:10.366911,Health & Fitness,281.81,Expense
2023-06-08 16:33:18.132088,Food & Drink,266.0,Expense
2023-06-09 21:47:25.897264,Other,240.44,Expense
2023-06-11 03:01:33.662441,Food & Drink,397.41,Expense
2023-06-12 08:15:41.427618,Travel,665.52,Expense
2023-06-13 13:29:49.192795,Travel,794.39,Expense
2023-06-14 18:43:56.957971,Investment,269.31,Expense
2023-06-15 23:58:04.723148,Travel,1780.09,Expense
2023-06-17 05:12:12.488325,Salary,5741.16,Income
2023-06-18 10:26:20.253502,Travel,1012.23,Expense
2023-06-19 15:40:28.018679,Salary,5544.02,Income
2023-06-20 20:54:35.783855,Food & Drink,51.3,Expense
2023-06-22 02:08:43.549032,Shopping,456.43,Expense
2023-06-23 07:22:51.314209,Shopping,258.95,Expense
2023-06-24 12:36:59.079386,Food & Drink,335.25,Expense
2023-06-25 17:51:06.844563,Other,202.6,Expense
2023-06-26 23:05:14.609739,Investment,482.95,Expense
2023-06-28 04:19:22.374916,Travel,1141.99,Expense
2023-06-29 09:33:30.140093,Rent,1355.0,Expense
2023-06-30 14:47:37.905270,Utilities,324.6,Expense
2023-07-01 20:01:45.670446,Other,210.07,Expense
2023-07-03 01:15:53.435623,Salary,5066.06,Income
2023-07-04 06:30:01.200800,Travel,1452.62,Expense
2023-07-05 11:44:08.965977,Other,172.05,Expense
2023-07-06 16:58:16.731154,Salary,5812.29,Income
2023-07-07 22:12:24.496330,Rent,1488.47,Expense
2023-07-09 03:26:32.261507,Food & Drink,116.97,Expense
2023-07-10 08:40:40.026684,Travel,1809.18,Expense
2023-07-11 13:54:47.791861,Health & Fitness,93.01,Expense
2023-07-12 19:08:55.557038,Entertainment,315.34,Expense
2023-07-14 00:23:03.322214,Food & Drink,443.56,Expense
2023-07-15 05:37:11.087391,Other,262.5,Expense
2023-07-16 10:51:18.852568,Salary,4835.52,Income
2023-07-17 16:05:26.617745,Salary,5335.84,Income
2023-07-18 21:19:34.382921,Utilities,99.66,Expense
2023-07-20 02:33:42.148098,Salary,4854.98,Income
2023-07-21 07:47:49.913275,Travel,222.69,Expense
2023-07-22 13:01:57.678452,Shopping,273.15,Expense
2023-07-23 18:16:05.443629,Health & Fitness,447.32,Expense
2023-07-24 23:30:13.208805,Food & Drink,371.12,Expense
2023-07-26 04:44:20.973982,Travel,1744.72,Expense
2023-07-27 09:58:28.739159,Other,279.58,Expense
2023-07-28 15:12:36.504336,Health & Fitness,170.89,Expense
2023-07-29 20:26:44.269513,Shopping,414.39,Expense
2023-07-31 01:40:52.034689,Shopping,191.74,Expense
2023-08-01 06:54:59.799866,Shopping,417.56,Expense
2023-08-02 12:09:07.565043,Rent,921.63,Expense
2023-08-03 17:23:15.330220,Health & Fitness,416.47,Expense
2023-08-04 22:37:23.095396,Food & Drink,135.14,Expense
2023-08-06 03:51:30.860573,Food & Drink,187.01,Expense
2023-08-07 09:05:38.625750,Shopping,379.44,Expense
2023-08-08 14:19:46.390927,Health & Fitness,318.05,Expense
2023-08-09 19:33:54.156104,Rent,1389.01,Expense
2023-08-11 00:48:01.921280,Shopping,489.97,Expense
2023-08-12 06:02:09.686457,Utilities,80.61,Expense
2023-08-13 11:16:17.451634,Health & Fitness,176.05,Expense
2023-08-14 16:30:25.216811,Health & Fitness,53.43,Expense
2023-08-15 21:44:32.981988,Travel,1740.33,Expense
2023-08-17 02:58:40.747164,Travel,1706.67,Expense
2023-08-18 08:12:48.512341,Rent,1250.02,Expense
2023-08-19 13:26:56.277518,Health & Fitness,266.07,Expense
2023-08-20 18:41:04.042695,Rent,948.85,Expense
2023-08-21 23:55:11.807871,Food & Drink,165.89,Expense
2023-08-23 05:09:19.573048,Health & Fitness,470.39,Expense
2023-08-24 10:23:27.338225,Salary,5532.13,Income
2023-08-25 15:37:35.103402,Other,339.19,Expense
2023-08-26 20:51:42.868579,Rent,1435.04,Expense
2023-08-28 02:05:50.633755,Health & Fitness,289.01,Expense
2023-08-29 07:19:58.398932,Food & Drink,234.59,Expense
2023-08-30 12:34:06.164109,Shopping,434.99,Expense
2023-08-31 17:48:13.929286,Shopping,202.59,Expense
2023-09-01 23:02:21.694462,Salary,4221.44,Income
2023-09-03 04:16:29.459639,Entertainment,40.17,Expense
2023-09-04 09:30:37.224816,Investment,460.68,Expense
2023-09-05 14:44:44.989993,Rent,1400.84,Expense
2023-09-06 19:58:52.755170,Rent,1437.54,Expense
2023-09-08 01:13:00.520346,Investment,406.36,Expense
2023-09-09 06:27:08.285523,Food & Drink,482.15,Expense
2023-09-10 11:41:16.050700,Investment,166.28,Expense
2023-09-11 16:55:23.815877,Other,155.13,Expense
2023-09-12 22:09:31.581054,Salary,4225.16,Income
2023-09-14 03:23:39.346230,Health & Fitness,279.54,Expense
2023-09-15 08:37:47.111407,Food & Drink,136.11,Expense
2023-09-16 13:51:54.876584,Food & Drink,245.01,Expense
2023-09-17 19:06:02.641761,Rent,1218.85,Expense
2023-09-19 00:20:10.406937,Rent,1009.94,Expense
2023-09-20 05:34:18.172114,Investment,43.11,Expense
2023-09-21 10:48:25.937291,Salary,5704.53,Income
2023-09-22 16:02:33.702468,Health & Fitness,304.75,Expense
2023-09-23 21:16:41.467645,Salary,4370.66,Income
2023-09-25 02:30:49.232821,Food & Drink,134.96,Expense
2023-09-26 07:44:56.997998,Other,36.64,Expense
2023-09-27 12:59:04.763175,Utilities,497.81,Expense
2023-09-28 18:13:12.528352,Salary,5042.89,Income
2023-09-29 23:27:20.293529,Food & Drink,419.06,Expense
2023-10-01 04:41:28.058705,Utilities,75.17,Expense
2023-10-02 09:55:35.823882,Food & Drink,456.62,Expense
2023-10-03 15:09:43.589059,Health & Fitness,418.06,Expense
2023-10-04 20:23:51.354236,Salary,5143.54,Income
2023-10-06 01:37:59.119412,Shopping,226.61,Expense
2023-10-07 06:52:06.884589,Rent,1104.22,Expense
2023-10-08 12:06:14.649766,Investment,308.92,Expense
2023-10-09 17:20:22.414943,Salary,4886.76,Income
2023-10-10 22:34:30.180120,Utilities,323.03,Expense
2023-10-12 03:48:37.945296,Utilities,357.26,Expense
2023-10-13 09:02:45.710473,Travel,1122.25,Expense
2023-10-14 14:16:53.475650,Food & Drink,204.57,Expense
2023-10-15 19:31:01.240827,Shopping,333.07,Expense
2023-10-17 00:45:09.006004,Salary,5201.3,Income
2023-10-18 05:59:16.771180,Investment,263.01,Expense
2023-10-19 11:13:24.536357,Utilities,54.05,Expense
2023-10-20 16:27:32.301534,Rent,1053.3,Expense
2023-10-21 21:41:40.066711,Shopping,41.91,Expense
2023-10-23 02:55:47.831887,Food & Drink,152.87,Expense
2023-10-24 08:09:55.597064,Salary,4662.69,Income
2023-10-25 13:24:03.362241,Shopping,114.13,Expense
2023-10-26 18:38:11.127418,Utilities,154.73,Expense
2023-10-27 23:52:18.892595,Travel,1129.83,Expense
2023-10-29 05:06:26.657771,Food & Drink,23.68,Expense
2023-10-30 10:20:34.422948,Travel,266.1,Expense
2023-10-31 15:34:42.188125,Food & Drink,182.65,Expense
2023-11-01 20:48:49.953302,Other,294.58,Expense
2023-11-03 02:02:57.718479,Shopping,160.87,Expense
2023-11-04 07:17:05.483655,Salary,4794.03,Income
2023-11-05 12:31:13.248832,Food & Drink,316.19,Expense
2023-11-06 17:45:21.014009,Food & Drink,185.71,Expense
2023-11-07 22:59:28.779186,Shopping,439.63,Expense
2023-11-09 04:13:36.544362,Shopping,357.08,Expense
2023-11-10 09:27:44.309539,Salary,4262.98,Income
2023-11-11 14:41:52.074716,Rent,1076.2,Expense
2023-11-12 19:55:59.839893,Entertainment,217.29,Expense
2023-11-14 01:10:07.605070,Salary,5428.07,Income
2023-11-15 06:24:15.370246,Utilities,168.5,Expense
2023-11-16 11:38:23.135423,Other,478.43,Expense
2023-11-17 16:52:30.900600,Other,20.75,Expense
2023-11-18 22:06:38.665777,Utilities,44.54,Expense
2023-11-20 03:20:46.430953,Rent,841.67,Expense
2023-11-21 08:34:54.196130,Utilities,349.56,Expense
2023-11-22 13:49:01.961307,Food & Drink,204.24,Expense
2023-11-23 19:03:09.726484,Shopping,197.15,Expense
2023-11-25 00:17:17.491661,Food & Drink,221.09,Expense
2023-11-26 05:31:25.256837,Investment,54.08,Expense
2023-11-27 10:45:33.022014,Food & Drink,190.29,Expense
2023-11-28 15:59:40.787191,Salary,5337.15,Income
2023-11-29 21:13:48.552368,Health & Fitness,193.72,Expense
2023-12-01 02:27:56.317545,Utilities,24.86,Expense
2023-12-02 07:42:04.082721,Utilities,458.38,Expense
2023-12-03 12:56:11.847898,Utilities,439.38,Expense
2023-12-04 18:10:19.613075,Investment,77.87,Expense
2023-12-05 23:24:27.378252,Salary,4132.89,Income
2023-12-07 04:38:35.143428,Shopping,88.23,Expense
2023-12-08 09:52:42.908605,Food & Drink,222.58,Expense
2023-12-09 15:06:50.673782,Rent,1140.2,Expense
2023-12-10 20:20:58.438959,Utilities,40.99,Expense
2023-12-12 01:35:06.204136,Food & Drink,288.15,Expense
2023-12-13 06:49:13.969312,Rent,1310.42,Expense
2023-12-14 12:03:21.734489,Health & Fitness,425.89,Expense
2023-12-15 17:17:29.499666,Health & Fitness,226.37,Expense
2023-12-16 22:31:37.264843,Health & Fitness,152.18,Expense
2023-12-18 03:45:45.030020,Rent,1352.29,Expense
2023-12-19 08:59:52.795196,Entertainment,403.22,Expense
2023-12-20 14:14:00.560373,Other,431.63,Expense
2023-12-21 19:28:08.325550,Salary,4861.97,Income
2023-12-23 00:42:16.090727,Rent,1207.54,Expense
2023-12-24 05:56:23.855903,Entertainment,308.52,Expense
2023-12-25 11:10:31.621080,Health & Fitness,350.43,Expense
2023-12-26 16:24:39.386257,Entertainment,100.09,Expense
2023-12-27 21:38:47.151434,Entertainment,88.45,Expense
2023-12-29 02:52:54.916611,Salary,4691.75,Income
2023-12-30 08:07:02.681787,Travel,245.81,Expense
2023-12-31 13:21:10.446964,Utilities,325.71,Expense
2024-01-01 18:35:18.212141,Rent,850.2,Expense
2024-01-02 23:49:25.977318,Entertainment,169.38,Expense
2024-01-04 05:03:33.742495,Health & Fitness,310.77,Expense
2024-01-05 10:17:41.507671,Rent,952.52,Expense
2024-01-06 15:31:49.272848,Salary,4908.0,Income
2024-01-07 20:45:57.038025,Health & Fitness,87.47,Expense
2024-01-09 02:00:04.803202,Shopping,33.22,Expense
2024-01-10 07:14:12.568378,Shopping,482.73,Expense
2024-01-11 12:28:20.333555,Entertainment,38.72,Expense
2024-01-12 17:42:28.098732,Food & Drink,206.23,Expense
2024-01-13 22:56:35.863909,Travel,242.03,Expense
2024-01-15 04:10:43.629086,Investment,240.09,Expense
2024-01-16 09:24:51.394262,Rent,1430.06,Expense
2024-01-17 14:38:59.159439,Food & Drink,478.84,Expense
2024-01-18 19:53:06.924616,Rent,1421.88,Expense
2024-01-20 01:07:14.689793,Utilities,416.82,Expense
2024-01-21 06:21:22.454969,Salary,4576.81,Income
2024-01-22 11:35:30.220146,Salary,4778.96,Income
2024-01-23 16:49:37.985323,Entertainment,183.39,Expense
2024-01-24 22:03:45.750500,Shopping,93.99,Expense
2024-01-26 03:17:53.515677,Shopping,280.02,Expense
2024-01-27 08:32:01.280853,Investment,420.15,Expense
2024-01-28 13:46:09.046030,Entertainment,165.12,Expense
2024-01-29 19:00:16.811207,Rent,936.24,Expense
2024-01-31 00:14:24.576384,Food & Drink,184.38,Expense
2024-02-01 05:28:32.341561,Rent,1476.49,Expense
2024-02-02 10:42:40.106737,Shopping,186.69,Expense
2024-02-03 15:56:47.871914,Utilities,86.81,Expense
2024-02-04 21:10:55.637091,Entertainment,320.59,Expense
2024-02-06 02:25:03.402268,Shopping,212.85,Expense
2024-02-07 07:39:11.167444,Salary,5760.63,Income
2024-02-08 12:53:18.932621,Utilities,293.3,Expense
2024-02-09 18:07:26.697798,Utilities,116.63,Expense
2024-02-10 23:21:34.462975,Entertainment,38.94,Expense
2024-02-12 04:35:42.228152,Shopping,280.65,Expense
2024-02-13 09:49:49.993328,Travel,1935.25,Expense
2024-02-14 15:03:57.758505,Salary,5444.29,Income
2024-02-15 20:18:05.523682,Shopping,437.59,Expense
2024-02-17 01:32:13.288859,Food & Drink,399.44,Expense
2024-02-18 06:46:21.054036,Food & Drink,401.22,Expense
2024-02-19 12:00:28.819212,Rent,1413.96,Expense
2024-02-20 17:14:36.584389,Salary,4297.59,Income
2024-02-21 22:28:44.349566,Shopping,490.87,Expense
2024-02-23 03:42:52.114743,Shopping,434.5,Expense
2024-02-24 08:56:59.879919,Utilities,200.16,Expense
2024-02-25 14:11:07.645096,Rent,942.26,Expense
2024-02-26 19:25:15.410273,Investment,205.54,Expense
2024-02-28 00:39:23.175450,Shopping,256.32,Expense
2024-02-29 05:53:30.940627,Utilities,435.48,Expense
2024-03-01 11:07:38.705803,Salary,4815.17,Income
2024-03-02 16:21:46.470980,Other,386.97,Expense
2024-03-03 21:35:54.236157,Utilities,478.9,Expense
2024-03-05 02:50:02.001334,Travel,396.68,Expense
2024-03-06 08:04:09.766511,Salary,4878.3,Income
2024-03-07 13:18:17.531687,Other,448.68,Expense
2024-03-08 18:32:25.296864,Food & Drink,444.06,Expense
2024-03-09 23:46:33.062041,Entertainment,265.01,Expense
2024-03-11 05:00:40.827218,Utilities,464.66,Expense
2024-03-12 10:14:48.592394,Food & Drink,248.88,Expense
2024-03-13 15:28:56.357571,Health & Fitness,366.9,Expense
2024-03-14 20:43:04.122748,Health & Fitness,84.53,Expense
2024-03-16 01:57:11.887925,Rent,1051.1,Expense
2024-03-17 07:11:19.653102,Other,153.8,Expense
2024-03-18 12:25:27.418278,Travel,1923.41,Expense
2024-03-19 17:39:35.183455,Food & Drink,498.95,Expense
2024-03-20 22:53:42.948632,Health & Fitness,417.67,Expense
2024-03-22 04:07:50.713809,Rent,810.02,Expense
2024-03-23 09:21:58.478986,Investment,420.39,Expense
2024-03-24 14:36:06.244162,Investment,88.57,Expense
2024-03-25 19:50:14.009339,Investment,389.08,Expense
2024-03-27 01:04:21.774516,Health & Fitness,387.74,Expense
2024-03-28 06:18:29.539693,Other,314.53,Expense
2024-03-29 11:32:37.304869,Food & Drink,254.06,Expense
2024-03-30 16:46:45.070046,Food & Drink,215.62,Expense
2024-03-31 22:00:52.835223,Entertainment,51.68,Expense
2024-04-02 03:15:00.600400,Rent,877.7,Expense
2024-04-03 08:29:08.365577,Other,474.89,Expense
2024-04-04 13:43:16.130753,Food & Drink,478.46,Expense
2024-04-05 18:57:23.895930,Shopping,163.79,Expense
2024-04-07 00:11:31.661107,Food & Drink,260.3,Expense
2024-04-08 05:25:39.426284,Other,359.4,Expense
2024-04-09 10:39:47.191460,Food & Drink,54.99,Expense
2024-04-10 15:53:54.956637,Entertainment,161.74,Expense
2024-04-11 21:08:02.721814,Travel,705.81,Expense
2024-04-13 02:22:10.486991,Other,466.03,Expense
2024-04-14 07:36:18.252168,Entertainment,454.93,Expense
2024-04-15 12:50:26.017344,Rent,1133.51,Expense
2024-04-16 18:04:33.782521,Travel,1352.86,Expense
2024-04-17 23:18:41.547698,Salary,5206.99,Income
2024-04-19 04:32:49.312875,Rent,1253.47,Expense
2024-04-20 09:46:57.078052,Food & Drink,446.56,Expense
2024-04-21 15:01:04.843228,Shopping,235.69,Expense
2024-04-22 20:15:12.608405,Utilities,319.9,Expense
2024-04-24 01:29:20.373582,Food & Drink,347.66,Expense
2024-04-25 06:43:28.138759,Travel,1485.11,Expense
2024-04-26 11:57:35.903935,Other,405.9,Expense
2024-04-27 17:11:43.669112,Shopping,269.68,Expense
2024-04-28 22:25:51.434289,Food & Drink,392.17,Expense
2024-04-30 03:39:59.199466,Rent,1147.69,Expense
2024-05-01 08:54:06.964643,Rent,893.68,Expense
2024-05-02 14:08:14.729819,Utilities,46.08,Expense
2024-05-03 19:22:22.494996,Investment,172.44,Expense
2024-05-05 00:36:30.260173,Food & Drink,265.34,Expense
2024-05-06 05:50:38.025350,Food & Drink,152.56,Expense
2024-05-07 11:04:45.790527,Health & Fitness,50.09,Expense
2024-05-08 16:18:53.555703,Other,21.83,Expense
2024-05-09 21:33:01.320880,Travel,1533.63,Expense
2024-05-11 02:47:09.086057,Rent,871.32,Expense
2024-05-12 08:01:16.851234,Rent,989.28,Expense
2024-05-13 13:15:24.616410,Other,170.41,Expense
2024-05-14 18:29:32.381587,Other,448.1,Expense
2024-05-15 23:43:40.146764,Entertainment,456.77,Expense
2024-05-17 04:57:47.911941,Entertainment,482.76,Expense
2024-05-18 10:11:55.677118,Food & Drink,349.77,Expense
2024-05-19 15:26:03.442294,Shopping,206.07,Expense
2024-05-20 20:40:11.207471,Utilities,357.85,Expense
2024-05-22 01:54:18.972648,Food & Drink,100.14,Expense
2024-05-23 07:08:26.737825,Health & Fitness,339.86,Expense
2024-05-24 12:22:34.503002,Salary,5522.08,Income
2024-05-25 17:36:42.268178,Salary,5405.08,Income
2024-05-26 22:50:50.033355,Rent,873.76,Expense
2024-05-28 04:04:57.798532,Other,329.19,Expense
2024-05-29 09:19:05.563709,Food & Drink,192.82,Expense
2024-05-30 14:33:13.328885,Salary,5000.8,Income
2024-05-31 19:47:21.094062,Entertainment,239.7,Expense
2024-06-02 01:01:28.859239,Travel,863.67,Expense
2024-06-03 06:15:36.624416,Rent,836.65,Expense
2024-06-04 11:29:44.389593,Investment,219.92,Expense
2024-06-05 16:43:52.154769,Other,428.17,Expense
2024-06-06 21:57:59.919946,Travel,1383.24,Expense
2024-06-08 03:12:07.685123,Shopping,442.48,Expense
2024-06-09 08:26:15.450300,Travel,1420.06,Expense
2024-06-10 13:40:23.215477,Utilities,161.74,Expense
2024-06-11 18:54:30.980653,Food & Drink,332.79,Expense
2024-06-13 00:08:38.745830,Investment,171.5,Expense
2024-06-14 05:22:46.511007,Utilities,209.66,Expense
2024-06-15 10:36:54.276184,Health & Fitness,115.62,Expense
2024-06-16 15:51:02.041360,Salary,4574.82,Income
2024-06-17 21:05:09.806537,Rent,840.66,Expense
2024-06-19 02:19:17.571714,Food & Drink,267.61,Expense
2024-06-20 07:33:25.336891,Rent,1384.84,Expense
2024-06-21 12:47:33.102068,Food & Drink,201.97,Expense
2024-06-22 18:01:40.867244,Rent,813.53,Expense
2024-06-23 23:15:48.632421,Food & Drink,218.55,Expense
2024-06-25 04:29:56.397598,Shopping,214.06,Expense
2024-06-26 09:44:04.162775,Shopping,305.66,Expense
2024-06-27 14:58:11.927951,Food & Drink,242.77,Expense
2024-06-28 20:12:19.693128,Salary,5038.06,Income
2024-06-30 01:26:27.458305,Health & Fitness,169.69,Expense
2024-07-01 06:40:35.223482,Investment,391.0,Expense
2024-07-02 11:54:42.988659,Shopping,488.49,Expense
2024-07-03 17:08:50.753835,Food & Drink,28.13,Expense
2024-07-04 22:22:58.519012,Investment,407.43,Expense
2024-07-06 03:37:06.284189,Food & Drink,147.48,Expense
2024-07-07 08:51:14.049366,Food & Drink,160.79,Expense
2024-07-08 14:05:21.814543,Investment,268.62,Expense
2024-07-09 19:19:29.579719,Rent,1060.22,Expense
2024-07-11 00:33:37.344896,Food & Drink,163.9,Expense
2024-07-12 05:47:45.110073,Utilities,487.61,Expense
2024-07-13 11:01:52.875250,Other,31.33,Expense
2024-07-14 16:16:00.640426,Salary,5566.4,Income
2024-07-15 21:30:08.405603,Other,239.84,Expense
2024-07-17 02:44:16.170780,Entertainment,165.4,Expense
2024-07-18 07:58:23.935957,Food & Drink,129.55,Expense
2024-07-19 13:12:31.701134,Travel,1071.34,Expense
2024-07-20 18:26:39.466310,Investment,247.43,Expense
2024-07-21 23:40:47.231487,Food & Drink,479.74,Expense
2024-07-23 04:54:54.996664,Salary,5570.38,Income
2024-07-24 10:09:02.761841,Salary,5088.96,Income
2024-07-25 15:23:10.527018,Salary,4151.21,Income
2024-07-26 20:37:18.292194,Rent,957.77,Expense
2024-07-28 01:51:26.057371,Travel,453.45,Expense
2024-07-29 07:05:33.822548,Utilities,395.03,Expense
2024-07-30 12:19:41.587725,Utilities,90.54,Expense
2024-07-31 17:33:49.352901,Other,325.26,Expense
2024-08-01 22:47:57.118078,Entertainment,343.58,Expense
2024-08-03 04:02:04.883255,Rent,1041.63,Expense
2024-08-04 09:16:12.648432,Salary,4581.01,Income
2024-08-05 14:30:20.413609,Shopping,447.27,Expense
2024-08-06 19:44:28.178785,Health & Fitness,49.86,Expense
2024-08-08 00:58:35.943962,Food & Drink,23.76,Expense
2024-08-09 06:12:43.709139,Utilities,234.88,Expense
2024-08-10 11:26:51.474316,Food & Drink,479.81,Expense
2024-08-11 16:40:59.239493,Shopping,136.11,Expense
2024-08-12 21:55:07.004669,Shopping,346.22,Expense
2024-08-14 03:09:14.769846,Food & Drink,151.86,Expense
2024-08-15 08:23:22.535023,Other,240.64,Expense
2024-08-16 13:37:30.300200,Shopping,227.75,Expense
2024-08-17 18:51:38.065376,Food & Drink,99.56,Expense
2024-08-19 00:05:45.830553,Entertainment,120.41,Expense
2024-08-20 05:19:53.595730,Food & Drink,424.95,Expense
2024-08-21 10:34:01.360907,Salary,5586.29,Income
2024-08-22 15:48:09.126084,Salary,4483.95,Income
2024-08-23 21:02:16.891260,Salary,4393.85,Income
2024-08-25 02:16:24.656437,Salary,5989.64,Income
2024-08-26 07:30:32.421614,Health & Fitness,490.95,Expense
2024-08-27 12:44:40.186791,Shopping,144.58,Expense
2024-08-28 17:58:47.951968,Entertainment,304.91,Expense
2024-08-29 23:12:55.717144,Food & Drink,318.72,Expense
2024-08-31 04:27:03.482321,Salary,4380.22,Income
2024-09-01 09:41:11.247498,Other,455.79,Expense
2024-09-02 14:55:19.012675,Salary,5920.27,Income
2024-09-03 20:09:26.777851,Shopping,489.11,Expense
2024-09-05 01:23:34.543028,Investment,97.6,Expense
2024-09-06 06:37:42.308205,Shopping,364.8,Expense
2024-09-07 11:51:50.073382,Travel,1353.11,Expense
2024-09-08 17:05:57.838559,Health & Fitness,98.1,Expense
2024-09-09 22:20:05.603735,Shopping,390.38,Expense
2024-09-11 03:34:13.368912,Shopping,25.81,Expense
2024-09-12 08:48:21.134089,Food & Drink,191.37,Expense
2024-09-13 14:02:28.899266,Salary,4457.35,Income
2024-09-14 19:16:36.664442,Utilities,126.6,Expense
2024-09-16 00:30:44.429619,Rent,1393.63,Expense
2024-09-17 05:44:52.194796,Investment,65.79,Expense
2024-09-18 10:58:59.959973,Entertainment,34.0,Expense
2024-09-19 16:13:07.725150,Shopping,337.97,Expense
2024-09-20 21:27:15.490326,Food & Drink,158.66,Expense
2024-09-22 02:41:23.255503,Entertainment,461.37,Expense
2024-09-23 07:55:31.020680,Salary,4089.82,Income
2024-09-24 13:09:38.785857,Investment,198.43,Expense
2024-09-25 18:23:46.551034,Entertainment,382.05,Expense
2024-09-26 23:37:54.316210,Salary,5901.86,Income
2024-09-28 04:52:02.081387,Utilities,191.42,Expense
2024-09-29 10:06:09.846564,Other,140.48,Expense
2024-09-30 15:20:17.611741,Shopping,192.12,Expense
2024-10-01 20:34:25.376917,Health & Fitness,135.39,Expense
2024-10-03 01:48:33.142094,Travel,1852.83,Expense
2024-10-04 07:02:40.907271,Food & Drink,262.86,Expense
2024-10-05 12:16:48.672448,Travel,270.07,Expense
2024-10-06 17:30:56.437625,Food & Drink,104.11,Expense
2024-10-07 22:45:04.202801,Salary,4564.96,Income
2024-10-09 03:59:11.967978,Salary,5163.24,Income
2024-10-10 09:13:19.733155,Entertainment,298.44,Expense
2024-10-11 14:27:27.498332,Shopping,384.21,Expense
